단지명,계약일자,거래금액,전용면적,층,건축년도,도로명
한림풀에버,2024-10-09,46300,84.9088,19,2015,소호로
스카이시티프라디움,2024-10-05,48800,84.9898,4,2019,개양로
엠코타운더프라하,2024-10-04,64000,118.6034,4,2014,새평거로
이현하이클래스웰가,2024-10-13,30500,84.98,13,2008,진주대로
금산흥한골든빌,2024-10-14,10800,58.12,8,2002,금산로
청구타운,2024-10-11,15200,59.99,7,1997,대신로475번길
현대,2024-10-08,24700,84.98,1,2000,진주대로815번길
금산흥한골든빌,2024-10-12,8200,48.31,10,2002,금산로
벽산블루밍(구)동신,2024-10-12,18500,113.47,5,1993,진양호로125번길
금산흥한골든빌,2024-10-11,8100,48.31,15,2002,금산로
신안주공2,2024-10-10,16000,59.8,2,1996,신안들말길
상대한보타운,2024-10-09,23500,83.52,1,2002,도동천로
동국한양빌라,2024-10-11,7500,73.26,12,1992,월아산로
가호에일린의뜰,2024-10-02,55000,119.1174,20,2012,강변길
현대금빛마을,2024-10-13,8000,59.28,2,2000,진산로
초전해모로루비채2단지,2024-10-09,36500,84.9671,6,2014,초북로
이지더원,2024-10-10,45000,84.9614,2,2018,초장로
한림풀에버,2024-10-12,39300,67.1597,25,2015,소호로
삼성,2024-10-05,19000,84.93,9,1996,동부로43번길
혁신도시엘에이치아파트9단지,2024-10-04,32800,59.97,9,2017,사들로
현대,2024-10-09,20000,59.92,2,2000,진주대로815번길
현대,2024-10-11,26000,84.98,6,2000,진주대로815번길
초전해모로루비채2단지,2024-10-11,36400,84.9908,17,2014,초북로
금산흥한골든빌,2024-10-01,8500,48.31,9,2002,금산로
덕산,2024-10-05,10500,59.73,13,1995,서장대로178번길
진주혁신도시중흥에스-클래스센트럴시티4단지,2024-10-11,55000,84.8046,31,2020,에나로175번길
신안주공1,2024-10-06,31500,84.98,7,1998,신안들말길
진주혁신코오롱하늘채,2024-10-07,37500,84.95,3,2014,사들로
경남빌라다동(240-0),2024-10-11,4800,77.92,6,1991,숙호산로
신안주공3,2024-10-11,11920,39.99,7,1997,석갑로
들말대경,2024-10-01,28500,84.99,10,1998,석갑로53번길
금산흥한골든빌,2024-10-11,11250,58.12,8,2002,금산로
평거현대1,2024-10-08,12900,59.4,14,1993,평거로115번길
진주푸르지오2단지,2024-10-08,19300,59.924,11,2007,덕의길
엠코타운더프라하,2024-10-02,63000,100.8222,19,2014,새평거로
한주럭키타운,2024-10-10,22000,76.58,10,1990,진주대로
이현하이클래스웰가,2024-10-07,29200,84.07,5,2008,진주대로
동신,2024-10-04,6100,49.72,12,1992,광제산로
들말대경,2024-10-09,17800,59.595,14,1998,석갑로53번길
진주문산코아루,2024-10-01,30500,84.9844,24,2010,월아산로1117번길
평거현대1,2024-10-04,30500,114.59,10,1993,평거로115번길
이현주공,2024-10-02,12900,48.6,4,1983,서장대로
진주센트럴자이,2024-10-09,35500,84.9059,3,2013,도동천로
초전해모로루비채4단지,2024-10-02,36800,84.9671,8,2014,초북로
한림풀에버,2024-10-04,40700,84.9088,2,2015,소호로
들말대경,2024-10-01,32000,123.255,7,1998,석갑로53번길
진주혁신도시센텀리버파크,2024-10-09,44700,84.88,21,2013,사들로
진주초전푸르지오1단지,2024-10-01,44300,101.977,18,2009,초장로14번길
들말한보타운,2024-10-01,43000,150.59,2,1997,평거로39번길
진주혁신코오롱하늘채,2024-10-08,40750,84.95,10,2014,사들로
진주혁신도시중흥에스-클래스센트럴시티2단지,2024-10-09,58000,84.9815,31,2020,에나로
혁신도시엘에이치아파트9단지,2024-10-08,33850,59.97,19,2017,사들로
혁신도시엘에이치아파트9단지,2024-10-08,33850,59.97,19,2017,사들로
한주맨션,2024-10-08,9300,84.15,2,1987,북장대로6번길
도동대림,2024-10-05,13000,73.375,8,1992,하대로40번길
삼전빌라,2024-10-07,13500,138.9,1,1993,의병로243번길
엠코타운더프라하,2024-10-03,48300,84.9651,17,2014,새평거로
남강휴먼빌,2024-10-03,44500,158.9164,7,2010,순환로
대림,2024-10-03,10500,84.2,12,1993,향교로115번길
평거휴먼시아4단지,2024-10-04,28000,84.99,1,2011,새평거로
진주문산코아루,2024-10-03,29500,84.9867,2,2010,월아산로1117번길
혁신도시엘에이치아파트9단지,2024-10-04,34000,59.97,13,2017,사들로
가좌주공1차,2024-10-03,10200,38.64,2,1993,가호로
평거현대1,2024-10-05,16500,59.4,4,1993,평거로115번길
진주혁신도시중흥에스-클래스더퍼스트,2024-10-01,84500,113.4763,10,2020,충의로
진주정촌대경파미르,2024-10-07,28500,76.253,20,2019,삼일로106번길
진주문산코아루,2024-10-03,29500,84.9867,2,2010,월아산로1117번길
가좌주공1차,2024-10-04,12700,41.3,10,1993,가호로
진주정촌대경파미르,2024-10-06,32000,84.9426,7,2019,삼일로106번길
진주초전푸르지오1단지,2024-10-06,38800,84.77,10,2009,초장로14번길
진주강남동일동미라주,2024-10-01,35000,84.9831,32,2021,진주대로891번길
대경,2024-10-04,22000,83.304,2,2000,가호로
더퀸즈웰가,2024-10-04,40700,75.6705,7,2015,새평거로
더퀸즈웰가,2024-10-04,28700,58.7908,1,2015,새평거로
들말흥한타운,2024-10-04,37500,125.61,6,1998,석갑로
주공그린빌,2024-10-04,20300,59.27,11,2005,내동로348번길
금호석류,2024-10-02,29000,84.87,8,1999,강남로
신안주공2,2024-10-03,12850,39.99,7,1996,신안들말길
금호석류,2024-10-04,25200,84.87,6,1999,강남로
들말흥한타운,2024-10-04,19500,59.871,10,1998,석갑로
들말대경,2024-10-03,23700,76.23,3,1998,석갑로53번길
신안주공3,2024-10-02,16950,59.8,4,1997,석갑로
평거휴먼시아3단지,2024-10-04,39500,84.95,13,2011,새평거로
진주초전푸르지오2단지,2024-10-01,45700,125.029,8,2010,초장로14번길
진주혁신도시라온프라이빗아파트,2024-10-01,54200,84.8922,16,2017,대밭골로
금산흥한골든빌,2024-10-01,13200,73.61,3,2002,금산로
금산흥한골든빌,2024-10-01,11250,58.12,8,2002,금산로
진주혁신코오롱하늘채,2024-11-05,37500,84.95,4,2014,사들로
진주센트럴자이,2024-11-07,35000,84.956,19,2013,도동천로
한보은빛마을,2024-11-19,28500,109.17,4,2002,천수로
금호석류,2024-11-03,30600,84.87,21,1999,강남로
엠코타운더프라하,2024-11-07,51000,84.933,26,2014,새평거로
더퀸즈웰가,2024-11-19,35000,65.6733,9,2015,새평거로
금산흥한골든빌,2024-11-20,11500,58.12,3,2002,금산로
혁신도시엘에이치아파트8단지,2024-11-26,30700,59.97,8,2015,사들로
남강휴먼빌,2024-11-30,32100,84.9499,6,2010,순환로
진주혁신도시라온프라이빗아파트,2024-11-26,50500,84.9087,25,2017,대밭골로
두산위브,2024-11-15,28500,138.043,12,2009,중장로154번길
동일스위트,2024-11-25,26550,84.9164,12,2008,공단로
진주혁신코오롱하늘채,2024-11-18,41000,84.95,15,2014,사들로
진주강남동일동미라주,2024-11-11,36600,84.9806,6,2021,진주대로891번길
포레나신진주,2024-11-16,48800,84.9543,19,2019,진주역로96번길
진주정촌대경파미르,2024-11-05,31300,84.9426,11,2019,삼일로106번길
동신,2024-11-28,11200,78.34,3,1992,광제산로
화인,2024-11-27,9000,83.435,1,1994,상봉대룡길
이지더원,2024-11-30,63900,113.588,7,2018,초장로
대림,2024-11-27,19700,129.1,2,1989,남강로
들말흥한타운,2024-11-21,19000,59.871,9,1998,석갑로
더퀸즈웰가,2024-11-21,41000,75.6705,6,2015,새평거로
금산흥한골든빌,2024-11-20,8300,48.31,13,2002,금산로
진주혁신도시중흥에스-클래스더퍼스트,2024-11-18,82000,113.4763,6,2020,충의로
주공그린빌,2024-11-19,15600,51.74,3,2005,내동로348번길
주공그린빌,2024-11-30,19100,59.27,4,2005,내동로348번길
주공그린빌,2024-11-30,19500,59.27,17,2005,내동로348번길
화인,2024-11-18,9000,83.315,8,1994,상봉대룡길
금산흥한골든빌,2024-11-28,10400,58.12,9,2002,금산로
엠코타운더프라하,2024-11-30,44200,84.9651,33,2014,새평거로
진주초전푸르지오1단지,2024-11-28,36900,84.77,11,2009,초장로14번길
주공그린빌,2024-11-07,16300,51.74,4,2005,내동로348번길
진주혁신도시라온프라이빗아파트,2024-11-26,50500,84.9087,25,2017,대밭골로
더퀸즈웰가,2024-11-17,35800,65.6733,3,2015,새평거로
금산흥한골든빌,2024-11-05,12000,58.12,6,2002,금산로
센트렐웰가,2024-11-26,56000,84.9222,13,2018,진주역로73번길
초전해모로루비채4단지,2024-11-17,35000,84.9671,4,2014,초북로
진주평거엘크루,2024-11-25,51700,84.9195,5,2016,새평거로
흥한타운1,2024-11-26,22800,84.69,11,1993,진양호로328번길
진주혁신도시중흥에스-클래스더퍼스트,2024-11-28,88500,113.4763,7,2020,충의로
진주혁신코오롱하늘채,2024-11-24,36400,75.99,6,2014,사들로
초전해모로루비채4단지,2024-11-30,43500,100.8994,12,2014,초북로
진주강남동일동미라주,2024-11-17,32500,75.998,28,2021,진주대로891번길
동성가든타워,2024-11-27,11400,59.4,6,1994,진주대로
진주혁신도시라온프라이빗아파트,2024-11-25,50500,84.8922,24,2017,대밭골로
화인,2024-11-13,9250,83.435,3,1994,상봉대룡길
대산빌리지,2024-11-27,4300,34.56,3,2002,비봉로57번길
한보힐타워,2024-11-23,8400,59.88,8,1992,상대로143번길
동일스위트,2024-11-25,26550,84.9164,12,2008,공단로
초전해모로루비채2단지,2024-11-27,35500,84.9671,10,2014,초북로
흥한타운2,2024-11-30,14600,59.935,1,1995,평거로139번길
청구타운,2024-11-28,13400,59.99,4,1997,대신로475번길
진주문산코아루,2024-11-27,37000,114.9123,20,2010,월아산로1117번길
들말흥한타운,2024-11-30,19400,59.871,5,1998,석갑로
한보타운,2024-11-27,10300,59.94,14,1993,진양호로97번길
초전해모로루비채4단지,2024-11-22,36000,84.9908,28,2014,초북로
진주정촌대경파미르,2024-11-18,29100,76.253,2,2019,삼일로106번길
진주정촌대경파미르,2024-11-17,30200,76.253,16,2019,삼일로106번길
현대,2024-11-26,21500,84.93,10,1996,하대로
엠코타운더프라하,2024-11-14,44000,84.9651,20,2014,새평거로
가좌주공1차,2024-11-25,14250,49.94,1,1993,가호로
초전해모로루비채4단지,2024-11-29,34700,84.9671,16,2014,초북로
가좌주공1차,2024-11-28,16200,49.94,4,1993,가호로
센트렐웰가,2024-11-14,53700,84.8133,31,2018,진주역로73번길
진주초전푸르지오2단지,2024-11-26,43800,101.977,13,2010,초장로14번길
현대,2024-11-29,19000,59.92,4,2000,진주대로815번길
현대,2024-11-12,14200,84.99,3,1991,모덕로181번길
한보(하대3차),2024-11-21,9000,58.5,6,1993,남강로
진주혁신도시라온프라이빗아파트,2024-11-26,50500,84.9087,25,2017,대밭골로
가좌주공1차,2024-11-25,11230,38.64,5,1993,가호로
가좌주공1차,2024-11-25,12400,38.64,6,1993,가호로
대림,2024-11-16,12700,84.46,9,1989,남강로
힐스테이트초전,2024-11-26,45400,84.9351,27,2019,초북로
진주혁신코오롱하늘채,2024-11-25,37600,84.95,3,2014,사들로
신안주공3,2024-11-21,16500,59.8,13,1997,석갑로
삼호그린맨션,2024-11-28,9844,77.69,3,1992,망경로296번길
혁신도시엘에이치아파트8단지,2024-11-10,30500,59.97,8,2015,사들로
초전해모로루비채2단지,2024-11-29,32900,74.9798,12,2014,초북로
금산e편한세상,2024-11-29,28500,121.9893,12,2008,금산순환로80번길
금호석류,2024-11-12,27000,84.87,15,1999,강남로
스카이시티프라디움,2024-11-17,51000,84.9898,20,2019,개양로
혁신도시엘에이치아파트8단지,2024-11-23,31100,59.97,14,2015,사들로
진주혁신도시센텀리버파크,2024-11-23,44300,84.95,14,2013,사들로
현대,2024-11-23,38000,127.69,12,2000,진주대로815번길
한주럭키타운,2024-11-05,22000,84.81,8,1990,진주대로
두산위브,2024-11-25,23300,84.994,11,2009,중장로154번길
혁신도시엘에이치5단지,2024-11-09,34500,75.99,6,2014,충의로
청구타운,2024-11-27,13500,59.99,12,1997,대신로475번길
들말대경,2024-11-28,15500,59.595,6,1998,석갑로53번길
초전흥한,2024-11-25,20500,59.85,18,2001,초전남로
이현하이클래스웰가,2024-11-06,23800,75.07,1,2008,진주대로
혁신도시엘에이치5단지,2024-11-22,34800,84.95,3,2014,충의로
금산느티나무,2024-11-18,12900,59.42,5,2003,중천로
금산e편한세상,2024-11-21,28100,121.9893,6,2008,금산순환로80번길
주공그린빌,2024-11-15,19000,59.27,16,2005,내동로348번길
더퀸즈웰가,2024-11-16,45000,84.9163,7,2015,새평거로
주공그린빌,2024-11-09,19000,59.27,6,2005,내동로348번길
현대,2024-11-26,20000,118.72,9,1985,강남로255번길
신진주역세권우미린더시그니처,2024-11-11,49250,84.9888,25,2024,진주역로
스카이시티프라디움,2024-11-17,51000,84.9898,20,2019,개양로
현대금빛마을,2024-11-28,10000,84.876,6,2000,진산로
진주강남동일동미라주,2024-11-16,35400,84.9831,11,2021,진주대로891번길
진흥더루벤스,2024-11-27,19000,84.9861,17,2009,금산로
동신,2024-11-23,5000,49.72,11,1992,광제산로
대림,2024-11-21,9000,69.97,7,1989,남강로
엠코타운더프라하,2024-11-23,49000,84.933,13,2014,새평거로
금산흥한골든빌,2024-11-29,11000,58.12,6,2002,금산로
대경강남타운,2024-11-24,15500,59.81,9,1997,진주대로891번길
엠코타운더프라하,2024-11-30,44600,84.933,30,2014,새평거로
초전흥한,2024-11-25,20500,59.85,18,2001,초전남로
두산위브,2024-11-24,23800,84.995,7,2009,중장로154번길
두산위브,2024-11-24,25500,112.397,2,2009,중장로154번길
혁신도시엘에이치아파트9단지,2024-11-27,33000,59.97,23,2017,사들로
혁신도시엘에이치아파트9단지,2024-11-06,34000,59.97,11,2017,사들로
대림,2024-11-25,10500,59.91,2,1995,말티고개로
현대,2024-11-26,20500,84.93,8,1996,하대로
더퀸즈웰가,2024-11-29,32500,58.7908,9,2015,새평거로
진주정촌대경파미르,2024-11-16,32600,84.9625,16,2019,삼일로106번길
건일,2024-11-28,3800,55.99,5,1987,상대로119번길
평거휴먼시아4단지,2024-11-06,30500,84.95,14,2011,새평거로
현대,2024-11-04,14000,59.89,24,1996,하대로
화인,2024-11-13,9100,83.435,3,1994,상봉대룡길
한주타운,2024-11-18,19000,125.38,1,1992,진주대로1208번길
들말흥한타운,2024-11-28,18800,59.871,5,1998,석갑로
들말대경,2024-11-28,15500,59.595,6,1998,석갑로53번길
가좌주공1차,2024-11-22,15800,49.94,13,1993,가호로
한보은빛마을,2024-11-23,26000,109.17,5,2002,천수로
대림,2024-11-27,16900,84.44,12,1995,말티고개로
혁신도시엘에이치5단지,2024-11-09,37800,84.95,19,2014,충의로
진주평거엘크루,2024-11-27,41700,72.6786,13,2016,새평거로
쌍용,2024-11-27,13750,59.99,17,1996,말티고개로108번길
진주혁신도시중흥에스-클래스센트럴시티4단지,2024-11-20,51500,84.9815,10,2020,에나로175번길
들말흥한타운,2024-11-22,31000,99.85,3,1998,석갑로
동신,2024-11-16,6400,59.92,4,1992,광제산로
센트렐웰가,2024-11-20,53500,84.9222,12,2018,진주역로73번길
현대금빛마을,2024-11-27,7600,59.28,6,2000,진산로
초전해모로루비채4단지,2024-11-22,41000,100.8994,5,2014,초북로
건일,2024-11-16,6650,51.61,1,1987,상대로119번길
진주정촌대경파미르,2024-11-27,31600,84.9426,15,2019,삼일로106번길
진주평거엘크루,2024-11-04,52500,84.9195,11,2016,새평거로
쌍용,2024-11-26,11000,53.18,1,1996,말티고개로108번길
진주문산코아루,2024-11-19,30000,84.9867,11,2010,월아산로1117번길
현대,2024-11-16,31500,84.98,7,2000,진주대로815번길
이현하이클래스웰가,2024-11-17,26800,75.07,8,2008,진주대로
상봉1,2024-11-20,7000,41.9,3,1976,창렬로
평거현대1,2024-11-18,15500,59.4,8,1993,평거로115번길
힐스테이트초전,2024-11-26,45400,84.9351,27,2019,초북로
혁신도시엘에이치아파트8단지,2024-11-26,30700,59.97,8,2015,사들로
포레나신진주,2024-11-26,49500,84.9515,8,2019,진주역로96번길
이현한주맨션,2024-11-13,10700,83.24,3,1987,서장대로278번길
대경강남타운,2024-11-23,8500,33.6,19,1997,진주대로891번길
진주문산코아루,2024-11-16,36500,114.9123,13,2010,월아산로1117번길
청구타운,2024-11-21,21700,84.98,8,1997,대신로475번길
칠암한주타운,2024-11-25,20000,84.725,20,1995,강남로
현대,2024-11-12,12900,59.89,5,1996,하대로
금산흥한골든빌,2024-11-22,11500,58.12,3,2002,금산로
현대,2024-11-26,20000,118.72,9,1985,강남로255번길
하대주공,2024-11-25,7900,36.2,1,1982,상대로
진주혁신도시중흥에스-클래스더프라임,2024-11-22,52000,84.9912,5,2019,소호로19번길
가호에일린의뜰,2024-11-21,35800,77.8216,14,2012,강변길
들말흥한타운,2024-11-17,20500,59.871,15,1998,석갑로
이현하이클래스웰가,2024-11-06,31600,84.07,2,2008,진주대로
금산흥한골든빌,2024-11-24,6700,37.84,11,2002,금산로
금산흥한골든빌,2024-11-07,5600,37.84,7,2002,금산로
진주우방아이유쉘,2024-11-17,32650,84.9578,15,2017,삼일로
진주혁신도시센텀리버파크,2024-11-13,35900,75.54,2,2013,사들로
진주우방아이유쉘,2024-11-06,31000,84.9756,8,2017,삼일로
금산흥한골든빌,2024-11-11,6500,37.84,12,2002,금산로
진주정촌대경파미르,2024-11-04,34100,84.9625,18,2019,삼일로106번길
한보은빛마을,2024-11-18,24800,84.86,7,2002,천수로
들말대경,2024-11-14,20000,59.595,14,1998,석갑로53번길
유신,2024-11-11,8400,65.88,4,1986,서장대로
진주초전푸르지오2단지,2024-11-11,41800,101.977,9,2010,초장로14번길
한보은빛마을,2024-11-19,28500,109.17,4,2002,천수로
진주혁신코오롱하늘채,2024-11-11,37500,84.95,4,2014,사들로
진주문산파란채,2024-11-19,23500,84.9015,13,2010,월아산로1048번길
진주혁신도시중흥에스-클래스센트럴시티3단지,2024-11-24,51800,84.9815,5,2020,에나로175번길
진주정촌대경파미르,2024-11-23,32800,84.9625,19,2019,삼일로106번길
들말한보타운,2024-11-16,17800,59.8,2,1997,평거로39번길
혁신도시엘에이치아파트9단지,2024-11-20,34000,59.97,13,2017,사들로
진주혁신도시중흥에스-클래스더퍼스트,2024-11-05,81500,113.4763,7,2020,충의로
한보은빛마을,2024-11-23,26000,109.17,5,2002,천수로
진주정촌대경파미르,2024-11-23,30900,84.9426,7,2019,삼일로106번길
혁신도시엘에이치아파트8단지,2024-11-17,30500,59.97,8,2015,사들로
현대,2024-11-21,13500,59.89,13,1996,하대로
현대,2024-11-20,25000,101.97,8,1996,하대로
남강휴먼빌,2024-11-22,33000,84.9376,13,2010,순환로
대경강남타운,2024-11-21,8300,33.6,14,1997,진주대로891번길
두산위브,2024-11-15,28500,138.043,12,2009,중장로154번길
힐스테이트초전,2024-11-15,44400,84.9196,4,2019,초북로
남강휴먼빌,2024-11-22,33300,84.9679,21,2010,순환로
진주혁신코오롱하늘채,2024-11-14,39000,84.95,5,2014,사들로
한주맨션,2024-11-07,7000,84.15,3,1987,북장대로6번길
대동디지털황토,2024-11-11,27700,84.6814,10,2003,가호로44번길
흥한타운1,2024-11-01,20000,84.69,1,1993,진양호로328번길
신안주공3,2024-11-18,17600,59.8,13,1997,석갑로
신안주공3,2024-11-22,16500,59.8,13,1997,석갑로
진주혁신도시센텀리버파크,2024-11-21,43000,84.95,12,2013,사들로
가좌주공2차,2024-11-17,17850,49.94,8,1993,가호로
더퀸즈웰가,2024-11-13,41800,75.4984,19,2015,새평거로
현대,2024-11-21,15000,59.96,6,1997,초전남로
금산아이파크,2024-11-10,21000,84.17,2,2004,중천로
주공그린빌,2024-11-04,29500,84.9,8,2005,내동로348번길
가좌주공2차,2024-11-18,10900,38.64,5,1993,가호로
현대,2024-11-08,16400,84.99,3,1991,모덕로181번길
혁신도시엘에이치아파트9단지,2024-11-19,33700,59.97,8,2017,사들로
현대,2024-11-20,16400,84.945,8,1992,진양호로51번길
진주혁신도시중흥에스-클래스센트럴시티4단지,2024-11-17,53000,84.9815,18,2020,에나로175번길
힐스테이트초전,2024-11-20,45500,84.9196,27,2019,초북로
진주정촌대경파미르,2024-11-09,33000,84.9426,7,2019,삼일로106번길
동일스위트,2024-11-06,19350,59.9647,8,2008,공단로
현대금빛마을,2024-11-14,13700,84.876,8,2000,진산로
금산느티나무,2024-11-20,14700,59.42,2,2003,중천로
주공그린빌,2024-11-14,15000,51.74,11,2005,내동로348번길
혁신도시엘에이치5단지,2024-11-04,39800,84.95,13,2014,충의로
동신,2024-11-18,6000,59.92,1,1992,광제산로
태완노블리안,2024-11-07,7600,59.9823,8,2007,공치고개길
진주혁신도시중흥에스-클래스센트럴시티2단지,2024-11-05,83000,117.7407,20,2020,에나로
진주초전푸르지오1단지,2024-11-13,41700,121.144,25,2009,초장로14번길
진주혁신도시중흥에스-클래스더퍼스트,2024-11-04,76700,99.864,15,2020,충의로
진주혁신도시대방노블랜드더캐슬아파트,2024-11-05,64000,84.9474,16,2018,사들로
두산위브,2024-11-14,22400,84.991,3,2009,중장로154번길
국화,2024-11-19,5300,53.67,1,1991,향교로
엠코타운더프라하,2024-11-06,69500,118.6034,34,2014,새평거로
칠암대덕,2024-11-07,13200,59.97,2,2004,진주대로942번길
한주한보,2024-11-08,12200,59.73,4,1995,망경로296번길
현대,2024-11-02,19300,84.93,6,1996,하대로
초전해모로루비채4단지,2024-11-14,38500,84.9908,18,2014,초북로
현대,2024-11-09,15200,59.96,7,1997,초전남로
신안주공3,2024-11-16,16200,59.8,7,1997,석갑로
대곡한양,2024-11-19,7000,59.83,5,1994,진의로1079번길
하영그린맨션,2024-11-12,12100,82.65,16,1992,진양호로97번길
혁신도시엘에이치아파트9단지,2024-11-09,34300,59.97,14,2017,사들로
진주문산코아루,2024-11-13,37000,114.9123,20,2010,월아산로1117번길
대성주택조합,2024-11-14,11700,62.46,3,1985,모덕로
평거주공1차,2024-11-08,11300,39.3,3,1988,진양호로185번길
대림,2024-11-13,15400,84.29,10,1991,도동천로
진주푸르지오1단지,2024-11-17,22500,84.9414,7,2007,덕의길
혁신도시엘에이치아파트9단지,2024-11-18,34000,59.97,7,2017,사들로
진주문산파란채,2024-11-12,22000,84.9015,10,2010,월아산로1048번길
휴앤인엘리시움,2024-11-05,44750,84.7831,8,2019,에나로
에스디푸른마을,2024-11-01,16900,63.62,8,2010,상봉대룡길
신안주공3,2024-11-11,17950,59.8,7,1997,석갑로
진주초전푸르지오1단지,2024-11-09,37000,84.77,12,2009,초장로14번길
혁신도시엘에이치아파트9단지,2024-11-15,33000,59.97,24,2017,사들로
진주초장엠코타운더이스턴파크,2024-11-18,33250,73.6669,26,2014,초북로
진주혁신코오롱하늘채,2024-11-18,41000,84.95,15,2014,사들로
혁신도시엘에이치아파트8단지,2024-11-17,31000,59.97,8,2015,사들로
상대한보타운,2024-11-08,19000,83.52,9,2002,도동천로
대경아르떼빌,2024-11-10,11500,38.09,9,2002,동부로67번길
혁신도시엘에이치아파트8단지,2024-11-17,31000,59.97,8,2015,사들로
칠암한주타운,2024-11-15,18000,59.98,16,1995,강남로
진주문산코아루,2024-11-16,37300,115.8775,19,2010,월아산로1117번길
대경강변맨션,2024-11-11,12800,84.96,2,1991,남강로503번길
엠코타운더프라하,2024-11-17,44200,84.9651,30,2014,새평거로
혁신도시엘에이치아파트8단지,2024-11-17,30000,59.97,13,2015,사들로
센트렐웰가,2024-11-11,46100,75.5364,6,2018,진주역로73번길
쌍용,2024-11-16,17300,84.96,13,1996,말티고개로108번길
힐스테이트초전,2024-11-16,46000,84.9196,25,2019,초북로
포레나신진주,2024-11-16,48800,84.9543,19,2019,진주역로96번길
진주푸르지오1단지,2024-11-16,18500,59.924,13,2007,덕의길
스카이시티프라디움,2024-11-16,48500,84.9898,36,2019,개양로
대경강남타운,2024-11-16,11500,59.81,1,1997,진주대로891번길
힐스테이트초전,2024-11-16,46800,84.9351,16,2019,초북로
엠코타운더프라하,2024-11-12,51000,84.933,26,2014,새평거로
주공그린빌,2024-11-09,16300,51.74,4,2005,내동로348번길
주공그린빌,2024-11-02,19800,59.27,9,2005,내동로348번길
한보타운,2024-11-09,11700,59.94,14,1993,진양호로97번길
진주혁신도시라온프라이빗아파트,2024-11-09,49300,84.9087,2,2017,대밭골로
엠코타운더프라하,2024-11-08,43900,84.9651,5,2014,새평거로
현대,2024-11-15,18000,59.92,4,2000,진주대로815번길
진주푸르지오2단지,2024-11-15,20000,59.924,9,2007,덕의길
현대,2024-11-08,14000,59.89,24,1996,하대로
들말흥한타운,2024-11-15,39500,125.61,15,1998,석갑로
대성주택조합,2024-11-14,11700,62.46,3,1985,모덕로
혁신도시엘에이치아파트9단지,2024-11-14,33800,59.97,13,2017,사들로
현대,2024-11-11,14300,59.96,4,1997,초전남로
금호석류,2024-11-12,24400,84.87,3,1999,강남로
진주혁신코오롱하늘채,2024-11-11,39700,84.95,10,2014,사들로
진주초전푸르지오2단지,2024-11-03,45000,125.029,3,2010,초장로14번길
남강휴먼빌,2024-11-01,40000,120.5794,15,2010,순환로
현대,2024-11-12,24200,134.82,2,1996,하대로
진주초장엠코타운더이스턴파크,2024-11-14,33250,73.6669,26,2014,초북로
이현주공,2024-11-07,11700,48.6,2,1983,서장대로
한보은빛마을,2024-11-09,22500,84.86,2,2002,천수로
한보,2024-11-15,15700,84.98,8,1994,진주대로
서성파라토피아,2024-11-01,17850,126.36,6,1989,진주대로986번길
진주초전푸르지오1단지,2024-11-08,49000,134.68,14,2009,초장로14번길
신안국제맨션,2024-11-14,4250,44.85,2,1987,석갑로
한림풀에버,2024-11-14,41700,84.9088,3,2015,소호로
상대한보타운,2024-11-14,22000,83.52,17,2002,도동천로
진주혁신코오롱하늘채,2024-11-07,41700,84.95,19,2014,사들로
경남빌라다동(240-0),2024-11-06,4900,80.38,6,1991,숙호산로
진주푸르지오1단지,2024-11-08,22400,84.9726,7,2007,덕의길
들말흥한타운,2024-11-05,19400,59.871,6,1998,석갑로
상봉2,2024-11-01,8500,53.85,1,1986,진주성로147번길
혁신도시엘에이치아파트8단지,2024-11-09,31400,59.97,10,2015,사들로
더퀸즈웰가,2024-11-07,36300,65.6733,19,2015,새평거로
엠코타운더프라하,2024-11-02,44200,84.933,16,2014,새평거로
임광,2024-11-13,7000,55.25,11,1989,모덕로
현대,2024-11-06,22000,123.93,20,1996,하대로
칠암대덕,2024-11-07,13200,59.97,2,2004,진주대로942번길
진주강남동일동미라주,2024-11-07,37000,84.9831,28,2021,진주대로891번길
미르젠,2024-11-05,13500,41.94,6,2017,하대로26번길
금산느티나무,2024-11-12,18200,84.74,17,2003,중천로
대화리네르빌,2024-11-02,20100,82.3136,1,2007,진주대로
혁신도시엘에이치5단지,2024-11-09,37800,84.95,19,2014,충의로
혁신도시엘에이치아파트9단지,2024-11-01,30690,59.97,4,2017,사들로
금산느티나무,2024-11-09,19200,84.74,20,2003,중천로
망경한보타운,2024-11-05,14000,59.44,3,1997,망경로
망경한보타운,2024-11-02,17000,84.82,8,1997,망경로
진주정촌대경파미르,2024-11-12,33500,84.9625,17,2019,삼일로106번길
진주푸르지오2단지,2024-11-12,27000,115.1967,16,2007,덕의길
진주센트럴자이,2024-11-09,35000,84.956,19,2013,도동천로
망경한보타운,2024-11-02,12500,59.44,16,1997,망경로
하영그린맨션,2024-11-07,7800,62.85,2,1992,진양호로97번길
진흥더루벤스,2024-11-06,25300,122.956,16,2009,금산로
현대,2024-11-07,14000,84.99,13,1991,모덕로181번길
두산위브,2024-11-03,25000,112.397,6,2009,중장로154번길
평거현대2,2024-11-04,33000,146.17,5,1994,신안들말길
신안주공2,2024-11-01,14300,49.97,2,1996,신안들말길
망경한보타운,2024-11-08,10000,59.44,7,1997,망경로
신안주공3,2024-11-06,15700,49.96,8,1997,석갑로
